'Elapsed time','I','II','III','AVR','AVL','AVF','V1','V2','V3','V4','V5','V6'
'0:30.023',3.316,10.32,10.627,-4.982,-4.888,10.52,6.254,2.958,7.016,7.315,2.098,-1.2
'0:30.027',3.322,10.323,10.624,-4.986,-4.884,10.52,6.246,2.944,6.991,7.297,2.094,-1.217
'0:30.031',3.331,10.292,10.584,-4.975,-4.859,10.484,6.238,2.941,6.956,7.299,2.091,-1.218
'0:30.035',3.366,10.282,10.54,-4.988,-4.819,10.457,6.241,2.955,6.981,7.319,2.122,-1.17
'0:30.039',3.354,10.272,10.542,-4.976,-4.826,10.453,6.249,2.959,6.964,7.335,2.141,-1.15
'0:30.043',3.335,10.311,10.599,-4.987,-4.865,10.501,6.259,2.969,7.005,7.345,2.152,-1.151
'0:30.047',3.329,10.298,10.592,-4.977,-4.864,10.491,6.252,2.963,6.982,7.323,2.122,-1.187
'0:30.051',3.339,10.254,10.538,-4.96,-4.832,10.442,6.246,2.96,6.945,7.306,2.115,-1.204
'0:30.054',3.364,10.221,10.48,-4.956,-4.791,10.397,6.246,2.957,6.93,7.316,2.124,-1.183
'0:30.058',3.353,10.199,10.47,-4.939,-4.791,10.38,6.239,2.956,6.892,7.311,2.126,-1.174
'0:30.062',3.335,10.222,10.51,-4.942,-4.819,10.412,6.244,2.953,6.963,7.308,2.128,-1.176
'0:30.066',3.31,10.248,10.561,-4.942,-4.858,10.451,6.254,2.962,6.934,7.304,2.103,-1.198
'0:30.070',3.334,10.233,10.523,-4.947,-4.826,10.425,6.256,2.966,6.971,7.28,2.085,-1.225
'0:30.074',3.345,10.208,10.487,-4.94,-4.803,10.394,6.251,2.96,6.925,7.287,2.082,-1.217
'0:30.078',3.344,10.191,10.471,-4.931,-4.795,10.378,6.25,2.951,6.933,7.293,2.098,-1.201
'0:30.082',3.324,10.205,10.504,-4.928,-4.822,10.401,6.25,2.952,6.945,7.282,2.088,-1.217
'0:30.086',3.322,10.221,10.523,-4.935,-4.833,10.418,6.238,2.943,6.939,7.252,2.058,-1.263
'0:30.089',3.33,10.209,10.502,-4.934,-4.818,10.402,6.236,2.941,6.924,7.241,2.046,-1.287
'0:30.093',3.352,10.187,10.459,-4.933,-4.786,10.37,6.24,2.942,6.928,7.248,2.053,-1.271
'0:30.097',3.342,10.164,10.446,-4.916,-4.784,10.352,6.241,2.946,6.912,7.262,2.07,-1.224
'0:30.101',3.328,10.197,10.493,-4.926,-4.815,10.391,6.251,2.952,6.893,7.272,2.074,-1.212
'0:30.105',3.308,10.223,10.538,-4.929,-4.847,10.427,6.25,2.947,6.931,7.255,2.065,-1.231
'0:30.109',3.305,10.203,10.521,-4.917,-4.84,10.408,6.251,2.953,6.918,7.247,2.048,-1.262
'0:30.113',3.326,10.184,10.482,-4.918,-4.811,10.379,6.254,2.951,6.935,7.254,2.061,-1.25
'0:30.117',3.328,10.174,10.47,-4.915,-4.803,10.368,6.256,2.955,6.9,7.267,2.083,-1.216
'0:30.121',3.329,10.197,10.492,-4.926,-4.814,10.391,6.251,2.955,6.954,7.273,2.083,-1.214
'0:30.125',3.307,10.217,10.533,-4.926,-4.845,10.422,6.26,2.95,6.933,7.26,2.06,-1.245
'0:30.128',3.313,10.211,10.522,-4.926,-4.837,10.413,6.254,2.948,6.975,7.245,2.051,-1.255
'0:30.132',3.308,10.174,10.489,-4.905,-4.822,10.378,6.252,2.947,6.916,7.247,2.058,-1.251
'0:30.136',3.336,10.167,10.454,-4.915,-4.792,10.357,6.255,2.959,6.93,7.265,2.08,-1.225
'0:30.140',3.322,10.178,10.479,-4.914,-4.811,10.375,6.257,2.962,6.918,7.276,2.093,-1.21
'0:30.144',3.305,10.207,10.526,-4.919,-4.843,10.413,6.257,2.958,6.935,7.264,2.076,-1.242
'0:30.148',3.319,10.212,10.517,-4.929,-4.831,10.411,6.256,2.955,6.937,7.249,2.054,-1.268
'0:30.152',3.327,10.196,10.493,-4.925,-4.816,10.391,6.262,2.966,6.952,7.25,2.042,-1.281
'0:30.156',3.353,10.166,10.437,-4.923,-4.774,10.348,6.299,3.018,6.908,7.227,2.006,-1.304
'0:30.160',3.348,10.165,10.441,-4.92,-4.779,10.35,6.335,3.066,6.915,7.239,1.994,-1.329
'0:30.163',3.365,10.155,10.413,-4.923,-4.756,10.33,6.355,3.143,6.906,7.314,2.032,-1.341
'0:30.167',3.411,10.128,10.34,-4.933,-4.696,10.28,6.385,3.231,6.883,7.434,2.11,-1.331
'0:30.171',3.473,10.147,10.298,-4.973,-4.645,10.269,6.378,3.263,6.856,7.741,2.368,-1.172
'0:30.175',3.564,10.174,10.233,-5.033,-4.567,10.25,6.286,3.207,6.832,8.252,2.862,-0.824
'0:30.179',3.613,10.248,10.258,-5.094,-4.555,10.3,6.147,3.054,6.872,8.729,3.362,-0.444
'0:30.183',3.636,10.416,10.403,-5.189,-4.616,10.456,5.947,2.776,6.965,9.257,3.953,0.006
'0:30.187',3.585,10.52,10.558,-5.216,-4.719,10.585,5.798,2.513,7.07,9.481,4.218,0.231
'0:30.191',3.474,10.596,10.745,-5.198,-4.868,10.717,5.712,2.305,7.16,9.484,4.213,0.31
'0:30.195',3.425,10.534,10.733,-5.143,-4.887,10.68,5.577,2.108,7.127,8.949,3.924,0.281
'0:30.198',3.262,10.471,10.832,-5.03,-5.017,10.697,5.552,1.956,7.149,7.298,2.659,-0.347
'0:30.202',3.184,10.458,10.897,-4.985,-5.088,10.724,5.595,2.007,7.194,6.724,2.02,-0.788
'0:30.206',3.177,10.417,10.864,-4.961,-5.076,10.687,5.628,2.091,7.217,6.833,2.022,-0.857
'0:30.210',3.218,10.394,10.799,-4.969,-5.023,10.643,5.72,2.235,7.079,6.922,2.094,-0.841
'0:30.214',3.244,10.357,10.737,-4.964,-4.979,10.594,5.83,2.379,7.049,6.996,2.093,-0.879
'0:30.218',3.255,10.351,10.72,-4.966,-4.964,10.581,5.935,2.513,7.05,7.061,2.114,-0.877
'0:30.222',3.248,10.381,10.757,-4.978,-4.987,10.616,6.024,2.622,7.056,7.134,2.148,-0.89
'0:30.226',3.247,10.421,10.797,-4.997,-5.008,10.655,6.059,2.654,7.11,7.157,2.136,-0.92
'0:30.230',3.246,10.431,10.809,-5.002,-5.013,10.667,6.068,2.659,7.091,7.167,2.123,-0.954
'0:30.233',3.26,10.387,10.75,-4.988,-4.977,10.615,6.096,2.709,7.094,7.179,2.111,-0.996
'0:30.237',3.256,10.351,10.718,-4.967,-4.963,10.58,6.13,2.754,7.061,7.185,2.097,-1.03
'0:30.241',3.257,10.337,10.703,-4.961,-4.955,10.567,6.148,2.781,7.038,7.196,2.095,-1.06
'0:30.245',3.25,10.334,10.708,-4.956,-4.962,10.568,6.16,2.793,7.078,7.181,2.06,-1.113
'0:30.249',3.271,10.309,10.662,-4.954,-4.928,10.532,6.16,2.804,7.04,7.173,2.052,-1.117
'0:30.253',3.284,10.291,10.63,-4.951,-4.905,10.507,6.173,2.813,6.978,7.185,2.066,-1.1
'0:30.257',3.29,10.289,10.622,-4.953,-4.898,10.502,6.18,2.822,7.01,7.207,2.092,-1.071
'0:30.261',3.286,10.316,10.653,-4.964,-4.915,10.531,6.18,2.823,7.03,7.213,2.099,-1.068
'0:30.265',3.274,10.353,10.702,-4.977,-4.946,10.573,6.182,2.825,7.029,7.204,2.085,-1.084
'0:30.268',3.253,10.321,10.692,-4.95,-4.952,10.552,6.179,2.816,7.008,7.184,2.063,-1.126
'0:30.272',3.289,10.317,10.651,-4.966,-4.914,10.53,6.181,2.824,7.032,7.2,2.072,-1.111
'0:30.276',3.295,10.295,10.623,-4.959,-4.896,10.505,6.188,2.828,7.037,7.219,2.088,-1.075
'0:30.280',3.277,10.31,10.657,-4.957,-4.922,10.53,6.193,2.832,7.051,7.225,2.116,-1.037
'0:30.284',3.256,10.337,10.704,-4.961,-4.956,10.567,6.191,2.823,7.032,7.211,2.092,-1.074
'0:30.288',3.273,10.343,10.694,-4.971,-4.942,10.565,6.187,2.818,7.045,7.199,2.08,-1.089
'0:30.292',3.29,10.327,10.66,-4.972,-4.917,10.54,6.186,2.815,7.023,7.205,2.084,-1.082
'0:30.296',3.296,10.303,10.63,-4.963,-4.899,10.513,6.185,2.812,7.046,7.216,2.103,-1.054
'0:30.300',3.278,10.315,10.661,-4.96,-4.924,10.534,6.182,2.835,7.004,7.236,2.127,-1.031
'0:30.304',3.26,10.348,10.711,-4.967,-4.958,10.575,6.185,2.829,7.049,7.23,2.116,-1.048
'0:30.307',3.264,10.35,10.709,-4.97,-4.955,10.575,6.186,2.824,7.054,7.214,2.096,-1.069
'0:30.311',3.282,10.346,10.687,-4.978,-4.935,10.563,6.189,2.827,7.056,7.217,2.102,-1.066
'0:30.315',3.29,10.319,10.652,-4.968,-4.914,10.532,6.184,2.834,7.038,7.231,2.119,-1.032
'0:30.319',3.298,10.33,10.656,-4.978,-4.912,10.54,6.182,2.831,7.031,7.245,2.137,-1.009
'0:30.323',3.267,10.355,10.712,-4.975,-4.955,10.58,6.183,2.825,7.065,7.239,2.138,-1.017
'0:30.327',3.26,10.368,10.731,-4.978,-4.967,10.596,6.186,2.827,7.085,7.231,2.128,-1.032
'0:30.331',3.28,10.357,10.701,-4.982,-4.943,10.575,6.186,2.828,7.068,7.227,2.122,-1.036
'0:30.335',3.294,10.337,10.667,-4.979,-4.918,10.549,6.183,2.831,7.031,7.238,2.136,-1.005
'0:30.339',3.28,10.337,10.681,-4.972,-4.933,10.555,6.19,2.823,7.044,7.256,2.169,-0.966
'0:30.342',3.277,10.379,10.726,-4.991,-4.957,10.599,6.191,2.822,7.078,7.269,2.174,-0.966
'0:30.346',3.278,10.392,10.738,-4.998,-4.963,10.611,6.181,2.823,7.113,7.239,2.145,-0.997
'0:30.350',3.265,10.372,10.73,-4.982,-4.964,10.598,6.185,2.835,7.061,7.245,2.153,-0.995
'0:30.354',3.297,10.36,10.687,-4.992,-4.927,10.57,6.181,2.843,7.07,7.263,2.178,-0.962
'0:30.358',3.293,10.358,10.689,-4.989,-4.93,10.57,6.188,2.863,7.043,7.286,2.199,-0.939
'0:30.362',3.286,10.393,10.73,-5.003,-4.954,10.608,6.19,2.857,7.082,7.295,2.207,-0.924
'0:30.366',3.257,10.411,10.777,-4.998,-4.992,10.641,6.194,2.854,7.1,7.28,2.187,-0.953
'0:30.370',3.274,10.406,10.756,-5.004,-4.973,10.627,6.196,2.859,7.111,7.283,2.195,-0.947
'0:30.374',3.288,10.39,10.725,-5.003,-4.951,10.604,6.202,2.879,7.072,7.301,2.213,-0.922
'0:30.377',3.305,10.386,10.704,-5.01,-4.932,10.592,6.204,2.886,7.062,7.318,2.239,-0.881
'0:30.381',3.279,10.402,10.747,-5.004,-4.966,10.622,6.207,2.89,7.071,7.334,2.249,-0.875
'0:30.385',3.286,10.444,10.781,-5.029,-4.98,10.659,6.207,2.897,7.124,7.33,2.241,-0.898
'0:30.389',3.287,10.438,10.774,-5.026,-4.976,10.652,6.218,2.905,7.122,7.334,2.242,-0.9
'0:30.393',3.281,10.401,10.743,-5.005,-4.963,10.618,6.217,2.919,7.08,7.349,2.26,-0.884
'0:30.397',3.292,10.403,10.735,-5.012,-4.954,10.616,6.227,2.945,7.097,7.381,2.293,-0.84
'0:30.401',3.301,10.432,10.755,-5.03,-4.96,10.64,6.236,2.957,7.091,7.402,2.309,-0.836
'0:30.405',3.281,10.464,10.806,-5.037,-4.994,10.681,6.244,2.965,7.127,7.4,2.297,-0.845
'0:30.409',3.3,10.467,10.791,-5.047,-4.978,10.675,6.253,2.982,7.102,7.403,2.305,-0.849
'0:30.412',3.309,10.445,10.759,-5.04,-4.957,10.648,6.259,3,7.108,7.423,2.32,-0.838
'0:30.416',3.317,10.433,10.74,-5.038,-4.943,10.633,6.27,3.022,7.083,7.456,2.351,-0.81
'0:30.420',3.329,10.456,10.751,-5.056,-4.943,10.65,6.278,3.037,7.117,7.472,2.362,-0.799
'0:30.424',3.315,10.479,10.788,-5.061,-4.968,10.68,6.283,3.051,7.135,7.473,2.358,-0.816
'0:30.428',3.305,10.484,10.803,-5.058,-4.982,10.69,6.295,3.074,7.139,7.483,2.362,-0.819
'0:30.432',3.328,10.462,10.758,-5.059,-4.947,10.656,6.296,3.083,7.136,7.489,2.357,-0.824
'0:30.436',3.355,10.448,10.716,-5.065,-4.913,10.628,6.309,3.111,7.089,7.521,2.398,-0.803
'0:30.440',3.345,10.454,10.733,-5.063,-4.926,10.64,6.329,3.143,7.112,7.546,2.409,-0.791
'0:30.444',3.324,10.481,10.781,-5.066,-4.961,10.677,6.329,3.143,7.116,7.539,2.401,-0.8
'0:30.447',3.342,10.482,10.764,-5.076,-4.943,10.67,6.331,3.149,7.145,7.541,2.392,-0.836
'0:30.451',3.343,10.456,10.737,-5.063,-4.929,10.643,6.343,3.165,7.066,7.547,2.387,-0.847
'0:30.455',3.353,10.427,10.698,-5.054,-4.905,10.609,6.354,3.184,7.097,7.578,2.418,-0.842
'0:30.459',3.37,10.431,10.685,-5.064,-4.89,10.604,6.358,3.187,7.086,7.583,2.404,-0.835
'0:30.463',3.348,10.447,10.722,-5.061,-4.919,10.631,6.355,3.183,7.082,7.591,2.401,-0.852
'0:30.467',3.347,10.436,10.713,-5.055,-4.915,10.621,6.348,3.183,7.092,7.573,2.382,-0.884
'0:30.471',3.371,10.418,10.671,-5.058,-4.882,10.591,6.351,3.185,7.094,7.574,2.376,-0.903
'0:30.475',3.382,10.386,10.627,-5.048,-4.855,10.553,6.355,3.192,7.044,7.599,2.398,-0.888
'0:30.479',3.394,10.374,10.603,-5.047,-4.837,10.535,6.346,3.183,7.043,7.603,2.399,-0.893
'0:30.482',3.381,10.387,10.629,-5.048,-4.856,10.554,6.344,3.171,7.019,7.596,2.383,-0.927
'0:30.486',3.367,10.374,10.63,-5.034,-4.864,10.549,6.33,3.157,7.032,7.57,2.345,-0.993
'0:30.490',3.38,10.347,10.59,-5.027,-4.837,10.515,6.325,3.148,6.999,7.554,2.321,-1.012
'0:30.494',3.407,10.318,10.534,-5.026,-4.795,10.473,6.323,3.134,6.979,7.553,2.322,-1.005
'0:30.498',3.384,10.285,10.524,-4.998,-4.802,10.451,6.32,3.127,6.97,7.546,2.31,-1.013
'0:30.502',3.375,10.293,10.542,-4.997,-4.816,10.464,6.308,3.101,6.954,7.518,2.278,-1.051
'0:30.506',3.36,10.301,10.564,-4.994,-4.834,10.478,6.303,3.084,6.971,7.475,2.229,-1.101
'0:30.510',3.388,10.291,10.526,-5.003,-4.801,10.455,6.302,3.077,6.983,7.45,2.208,-1.127
'0:30.514',3.368,10.234,10.49,-4.964,-4.793,10.408,6.288,3.055,6.957,7.428,2.184,-1.136
'0:30.518',3.364,10.224,10.483,-4.958,-4.792,10.4,6.292,3.055,6.935,7.42,2.182,-1.138
'0:30.521',3.369,10.239,10.494,-4.967,-4.794,10.413,6.283,3.036,6.929,7.397,2.159,-1.16
'0:30.525',3.327,10.257,10.554,-4.956,-4.846,10.452,6.283,3.019,6.967,7.361,2.125,-1.197
'0:30.529',3.344,10.24,10.52,-4.956,-4.82,10.427,6.276,3.002,6.942,7.333,2.093,-1.221
'0:30.533',3.347,10.218,10.495,-4.946,-4.806,10.402,6.277,3.02,6.925,7.327,2.092,-1.219
'0:30.537',3.356,10.203,10.47,-4.943,-4.789,10.382,6.282,3.012,6.926,7.328,2.102,-1.203
'0:30.541',3.345,10.223,10.501,-4.947,-4.811,10.408,6.276,2.999,6.946,7.318,2.089,-1.209
'0:30.545',3.344,10.244,10.524,-4.958,-4.822,10.43,6.267,2.98,6.968,7.286,2.055,-1.254
'0:30.549',3.337,10.229,10.515,-4.946,-4.821,10.418,6.263,2.979,6.97,7.269,2.043,-1.268
'0:30.553',3.343,10.207,10.487,-4.939,-4.804,10.393,6.265,2.976,6.956,7.259,2.037,-1.256
'0:30.556',3.341,10.195,10.477,-4.932,-4.8,10.382,6.272,2.984,6.904,7.277,2.062,-1.232
'0:30.560',3.333,10.211,10.501,-4.936,-4.817,10.402,6.267,2.976,6.934,7.277,2.059,-1.229
'0:30.564',3.304,10.239,10.559,-4.935,-4.86,10.446,6.267,2.976,6.963,7.26,2.044,-1.256
'0:30.568',3.329,10.245,10.54,-4.95,-4.838,10.439,6.269,2.973,6.953,7.249,2.025,-1.27
'0:30.572',3.326,10.211,10.509,-4.932,-4.824,10.406,6.26,2.964,6.966,7.243,2.026,-1.272
'0:30.576',3.326,10.185,10.483,-4.919,-4.811,10.38,6.26,2.968,6.922,7.256,2.046,-1.239
'0:30.580',3.336,10.204,10.491,-4.934,-4.81,10.394,6.261,2.969,6.944,7.263,2.053,-1.239
'0:30.584',3.311,10.238,10.55,-4.939,-4.852,10.441,6.263,2.962,6.961,7.259,2.035,-1.254
'0:30.588',3.324,10.243,10.543,-4.947,-4.841,10.439,6.261,2.963,6.964,7.245,2.022,-1.279
'0:30.591',3.33,10.22,10.513,-4.939,-4.823,10.413,6.265,2.961,6.948,7.24,2.03,-1.264
'0:30.595',3.354,10.189,10.459,-4.935,-4.785,10.371,6.256,2.965,6.92,7.252,2.043,-1.249
'0:30.599',3.327,10.199,10.496,-4.926,-4.817,10.394,6.263,2.97,6.926,7.268,2.056,-1.227
'0:30.603',3.295,10.226,10.554,-4.924,-4.862,10.436,6.263,2.961,6.971,7.264,2.042,-1.241
'0:30.607',3.319,10.234,10.539,-4.94,-4.842,10.433,6.263,2.958,6.962,7.244,2.028,-1.276
'0:30.611',3.328,10.225,10.521,-4.939,-4.829,10.419,6.261,2.957,6.961,7.248,2.028,-1.268
'0:30.615',3.351,10.208,10.481,-4.943,-4.797,10.391,6.262,2.97,6.963,7.261,2.048,-1.236
'0:30.619',3.352,10.209,10.481,-4.944,-4.797,10.392,6.258,2.963,6.951,7.276,2.062,-1.22
'0:30.623',3.321,10.228,10.53,-4.938,-4.837,10.426,6.258,2.971,6.969,7.269,2.052,-1.24
'0:30.626',3.312,10.237,10.549,-4.939,-4.85,10.439,6.261,2.965,6.982,7.249,2.027,-1.277
'0:30.630',3.316,10.225,10.532,-4.934,-4.841,10.425,6.264,2.972,6.956,7.257,2.035,-1.265
'0:30.634',3.355,10.223,10.491,-4.953,-4.8,10.403,6.267,2.976,6.958,7.269,2.046,-1.242
'0:30.638',3.338,10.195,10.48,-4.93,-4.803,10.384,6.264,2.963,6.974,7.272,2.042,-1.242
'0:30.642',3.338,10.215,10.5,-4.94,-4.814,10.404,6.262,2.956,6.957,7.267,2.051,-1.248
'0:30.646',3.309,10.246,10.56,-4.941,-4.858,10.45,6.26,2.976,6.963,7.26,2.037,-1.265
'0:30.650',3.323,10.232,10.533,-4.941,-4.838,10.429,6.255,2.982,6.949,7.251,2.033,-1.267
'0:30.654',3.34,10.209,10.493,-4.939,-4.809,10.398,6.264,2.981,6.946,7.27,2.044,-1.253
'0:30.658',3.337,10.203,10.489,-4.934,-4.808,10.392,6.268,2.982,6.934,7.284,2.056,-1.239
'0:30.661',3.328,10.217,10.513,-4.936,-4.825,10.411,6.255,2.973,6.958,7.272,2.039,-1.244
'0:30.665',3.32,10.246,10.549,-4.946,-4.847,10.444,6.26,2.973,6.969,7.259,2.034,-1.254
'0:30.669',3.308,10.231,10.546,-4.933,-4.851,10.434,6.27,2.97,6.929,7.249,2.024,-1.262
'0:30.673',3.324,10.202,10.501,-4.926,-4.821,10.398,6.269,2.98,6.924,7.257,2.037,-1.254
'0:30.677',3.333,10.196,10.486,-4.928,-4.809,10.387,6.269,2.972,6.908,7.276,2.06,-1.222
'0:30.681',3.324,10.218,10.518,-4.935,-4.829,10.414,6.271,2.976,6.963,7.281,2.066,-1.226
'0:30.685',3.311,10.249,10.561,-4.943,-4.857,10.451,6.264,2.97,6.983,7.257,2.044,-1.247
'0:30.689',3.321,10.239,10.542,-4.943,-4.842,10.437,6.271,2.969,6.964,7.247,2.031,-1.26
'0:30.693',3.342,10.221,10.502,-4.945,-4.813,10.408,6.26,2.959,6.963,7.254,2.041,-1.247
'0:30.696',3.35,10.197,10.471,-4.937,-4.793,10.38,6.258,2.969,6.948,7.266,2.059,-1.228
'0:30.700',3.352,10.215,10.487,-4.947,-4.8,10.398,6.255,2.968,6.947,7.267,2.057,-1.232
'0:30.704',3.34,10.246,10.529,-4.957,-4.827,10.434,6.259,2.967,6.965,7.253,2.043,-1.255
'0:30.708',3.33,10.239,10.532,-4.948,-4.833,10.432,6.26,2.962,6.965,7.241,2.028,-1.272
'0:30.712',3.329,10.22,10.514,-4.939,-4.824,10.413,6.264,2.968,6.953,7.245,2.032,-1.254
'0:30.716',3.331,10.197,10.489,-4.928,-4.811,10.389,6.266,2.976,6.906,7.265,2.061,-1.232
'0:30.720',3.32,10.203,10.506,-4.925,-4.825,10.401,6.272,2.975,6.958,7.276,2.075,-1.218
'0:30.724',3.306,10.231,10.548,-4.932,-4.853,10.435,6.263,2.956,6.948,7.255,2.052,-1.243
'0:30.728',3.308,10.233,10.549,-4.935,-4.852,10.437,6.269,2.965,6.95,7.253,2.039,-1.257
'0:30.732',3.337,10.218,10.504,-4.941,-4.816,10.407,6.258,2.96,6.934,7.244,2.038,-1.256
'0:30.735',3.355,10.192,10.46,-4.938,-4.785,10.373,6.254,2.963,6.898,7.251,2.054,-1.232
'0:30.739',3.326,10.192,10.49,-4.922,-4.815,10.387,6.26,2.962,6.9,7.263,2.063,-1.223
'0:30.743',3.317,10.229,10.535,-4.937,-4.841,10.428,6.258,2.95,6.973,7.257,2.058,-1.232
'0:30.747',3.297,10.227,10.553,-4.925,-4.861,10.436,6.263,2.954,6.972,7.243,2.037,-1.259
'0:30.751',3.323,10.203,10.503,-4.926,-4.822,10.4,6.258,2.948,6.927,7.234,2.03,-1.275
'0:30.755',3.348,10.203,10.478,-4.939,-4.797,10.387,6.264,2.959,6.945,7.254,2.057,-1.233
'0:30.759',3.33,10.194,10.487,-4.926,-4.811,10.387,6.259,2.958,6.924,7.268,2.072,-1.216
'0:30.763',3.312,10.213,10.524,-4.926,-4.839,10.415,6.256,2.956,6.951,7.261,2.07,-1.226
'0:30.767',3.305,10.229,10.548,-4.93,-4.854,10.434,6.259,2.954,6.902,7.246,2.045,-1.256
'0:30.770',3.319,10.229,10.533,-4.938,-4.84,10.427,6.263,2.954,6.956,7.245,2.046,-1.252
'0:30.774',3.345,10.197,10.476,-4.935,-4.797,10.382,6.259,2.961,6.97,7.252,2.063,-1.232
'0:30.778',3.348,10.192,10.468,-4.934,-4.793,10.377,6.262,2.962,6.934,7.266,2.078,-1.211
'0:30.782',3.326,10.213,10.511,-4.933,-4.825,10.408,6.267,2.953,6.954,7.264,2.072,-1.222
'0:30.786',3.306,10.234,10.551,-4.934,-4.855,10.439,6.268,2.949,6.965,7.251,2.056,-1.251
'0:30.790',3.322,10.211,10.513,-4.93,-4.828,10.408,6.251,2.944,6.95,7.237,2.037,-1.256
'0:30.794',3.325,10.187,10.486,-4.919,-4.813,10.383,6.256,2.96,6.91,7.251,2.061,-1.234
'0:30.798',3.317,10.177,10.483,-4.911,-4.816,10.377,6.265,2.957,6.918,7.268,2.077,-1.212
'0:30.802',3.313,10.203,10.513,-4.921,-4.832,10.404,6.266,2.958,6.94,7.267,2.077,-1.211
'0:30.805',3.302,10.225,10.547,-4.927,-4.855,10.432,6.264,2.949,6.986,7.246,2.056,-1.248
'0:30.809',3.321,10.212,10.515,-4.93,-4.829,10.41,6.256,2.946,6.939,7.238,2.042,-1.262
'0:30.813',3.326,10.194,10.492,-4.923,-4.816,10.389,6.259,2.956,6.939,7.252,2.061,-1.236
'0:30.817',3.328,10.182,10.477,-4.918,-4.807,10.376,6.259,2.953,6.914,7.267,2.078,-1.216
'0:30.821',3.326,10.209,10.507,-4.931,-4.823,10.404,6.263,2.951,6.937,7.268,2.076,-1.218
'0:30.825',3.312,10.232,10.543,-4.936,-4.847,10.433,6.258,2.942,6.951,7.245,2.05,-1.247
'0:30.829',3.313,10.222,10.532,-4.931,-4.841,10.424,6.253,2.942,6.955,7.238,2.045,-1.252
'0:30.833',3.327,10.198,10.495,-4.926,-4.817,10.393,6.256,2.946,6.947,7.246,2.055,-1.24
'0:30.837',3.339,10.18,10.464,-4.923,-4.794,10.368,6.254,2.948,6.944,7.257,2.068,-1.222
'0:30.840',3.313,10.197,10.507,-4.918,-4.829,10.399,6.265,2.955,6.94,7.269,2.077,-1.22
'0:30.844',3.323,10.237,10.538,-4.943,-4.84,10.434,6.26,2.949,6.966,7.25,2.06,-1.243
'0:30.848',3.308,10.222,10.537,-4.929,-4.846,10.426,6.257,2.945,6.978,7.237,2.038,-1.259
'0:30.852',3.318,10.208,10.514,-4.927,-4.83,10.407,6.262,2.954,6.926,7.249,2.054,-1.236
'0:30.856',3.341,10.188,10.471,-4.928,-4.797,10.376,6.26,2.96,6.943,7.261,2.08,-1.209
'0:30.860',3.33,10.19,10.483,-4.924,-4.809,10.383,6.253,2.95,6.945,7.262,2.072,-1.212
'0:30.864',3.303,10.218,10.539,-4.924,-4.85,10.425,6.256,2.948,6.963,7.247,2.053,-1.233
'0:30.868',3.303,10.217,10.538,-4.923,-4.85,10.424,6.255,2.942,6.967,7.234,2.043,-1.257
'0:30.872',3.315,10.207,10.516,-4.925,-4.833,10.408,6.259,2.939,6.988,7.237,2.038,-1.256
'0:30.875',3.329,10.179,10.473,-4.917,-4.804,10.372,6.257,2.948,6.904,7.252,2.064,-1.226
'0:30.879',3.327,10.178,10.475,-4.915,-4.806,10.373,6.254,2.948,6.934,7.262,2.078,-1.21
'0:30.883',3.322,10.222,10.524,-4.936,-4.833,10.419,6.261,2.947,6.929,7.254,2.061,-1.236
'0:30.887',3.306,10.226,10.543,-4.93,-4.85,10.43,6.261,2.945,6.938,7.236,2.046,-1.252
'0:30.891',3.324,10.205,10.504,-4.928,-4.822,10.401,6.262,2.942,6.929,7.238,2.039,-1.244
'0:30.895',3.342,10.177,10.458,-4.923,-4.791,10.364,6.255,2.945,6.942,7.247,2.061,-1.224
'0:30.899',3.333,10.183,10.473,-4.921,-4.802,10.374,6.257,2.949,6.939,7.259,2.08,-1.221
'0:30.903',3.319,10.22,10.524,-4.933,-4.835,10.419,6.256,2.949,6.956,7.26,2.071,-1.222
'0:30.907',3.321,10.228,10.53,-4.938,-4.837,10.426,6.256,2.946,6.937,7.237,2.045,-1.254
'0:30.911',3.329,10.217,10.511,-4.937,-4.823,10.41,6.259,2.948,6.954,7.239,2.04,-1.255
'0:30.914',3.334,10.189,10.478,-4.925,-4.804,10.38,6.261,2.95,6.902,7.252,2.063,-1.223
'0:30.918',3.328,10.178,10.474,-4.916,-4.805,10.372,6.257,2.952,6.874,7.258,2.072,-1.216
'0:30.922',3.324,10.211,10.511,-4.931,-4.826,10.407,6.259,2.946,6.942,7.263,2.072,-1.22
'0:30.926',3.308,10.228,10.543,-4.932,-4.849,10.431,6.256,2.945,6.969,7.245,2.051,-1.249
'0:30.930',3.306,10.211,10.528,-4.922,-4.843,10.416,6.256,2.942,6.921,7.235,2.039,-1.258
'0:30.934',3.332,10.19,10.481,-4.925,-4.807,10.382,6.256,2.944,6.918,7.242,2.056,-1.236
'0:30.938',3.339,10.189,10.474,-4.928,-4.799,10.378,6.263,2.951,6.898,7.262,2.081,-1.221
'0:30.942',3.323,10.204,10.504,-4.927,-4.823,10.401,6.26,2.947,6.942,7.252,2.072,-1.229
'0:30.946',3.309,10.236,10.55,-4.937,-4.853,10.44,6.262,2.945,6.937,7.244,2.048,-1.252
'0:30.949',3.346,10.231,10.508,-4.952,-4.814,10.416,6.26,2.95,6.939,7.233,2.048,-1.263
'0:30.953',3.342,10.191,10.473,-4.93,-4.797,10.378,6.25,2.943,6.925,7.237,2.055,-1.242
